"riskiness (0 =  good, 1 = bad)",principal,"past_due_days (cutoff on 12/8/2016, negative means paid early)","education (0 = high school or below, 1 = some college, 2 = bachelor, 3 = master or above)",age,"gender (0 = male, 1 = female)","money_in_checking_account (0 = less than 0 or no account, 1 = between 0 and 10000, 2 = more than 10000)","credit_history (0 = no credits taken or all credits paid back on time, 1 = existing credits paid back on time until now, 2 = delay in paying back in the past, 3 = critical account/credits at other banks)",credit_amount,"money_in_savings (0 = unknown or no savings account, 1 = less than 1000, 2 = between 1000 and 5000, 3 = between 5000 and 10000, 4 = over 10000)","years_at_present_employment (0 = unemployed, 1 = less than 1 year, 2 = between 1 and 4 years, 3 = between 4 and 7 years, 4 = more than 7 years)",years_at_current_address,"rent_housing (0 = no, 1 = yes)","own_housing (0 = no, 1 = yes)","free_housing (0 = no, 1 = yes)",number_of_credits_at_this_bank,"is_employed (0 = unemployed, 1 = employed)",number_of_dependents,"is_foreign_worker (0 = no, 1 = yes)"
0,,,,57,0,0,1,2214,1,2,3,0,1,0,1,1,1,1
0,,,,52,1,0,1,2214,1,2,3,0,1,0,1,1,1,1
0,,,,39,0,0,1,2221,3,2,4,1,0,0,1,1,1,1
0,,,,38,1,0,1,2221,3,2,4,1,0,0,1,1,1,1
0,,,,25,1,0,1,2221,3,2,4,1,0,0,1,1,1,1
0,,,,26,0,0,1,2221,3,2,4,1,0,0,1,1,1,1
0,,,,26,0,0,1,2221,3,2,4,1,0,0,1,1,1,1
0,,,,25,1,0,3,2223,2,4,4,0,1,0,2,1,1,1
0,,,,21,1,0,3,2223,2,4,4,0,1,0,2,1,1,1
0,,,,40,0,0,3,2223,2,4,4,0,1,0,2,1,1,1
0,,,,27,0,0,3,2223,2,4,4,0,1,0,2,1,1,1
0,,,,27,1,0,3,2223,2,4,4,0,1,0,2,1,1,1
1,,,,30,0,1,2,2225,1,4,4,0,0,1,2,1,1,1
1,,,,19,1,1,2,2225,1,4,4,0,0,1,2,1,1,1
1,,,,39,0,1,2,2225,1,4,4,0,0,1,2,1,1,1
1,,,,31,1,1,2,2225,1,4,4,0,0,1,2,1,1,1
1,,,,31,0,1,2,2225,1,4,4,0,0,1,2,1,1,1
1,,,,32,0,0,3,2235,1,2,2,1,0,0,2,1,1,0
1,,,,55,1,0,3,2235,1,2,2,1,0,0,2,1,1,0
1,,,,46,0,0,3,2235,1,2,2,1,0,0,2,1,1,0
1,,,,46,0,0,3,2235,1,2,2,1,0,0,2,1,1,0
1,,,,43,1,0,3,2235,1,2,2,1,0,0,2,1,1,0
0,,,,39,0,0,3,2238,1,2,1,0,1,0,2,1,1,1
0,,,,28,0,0,3,2238,1,2,1,0,1,0,2,1,1,1
0,,,,27,0,0,3,2238,1,2,1,0,1,0,2,1,1,1
0,,,,27,0,0,3,2238,1,2,1,0,1,0,2,1,1,1
0,,,,43,0,0,3,2238,1,2,1,0,1,0,2,1,1,1
0,,,,22,0,0,3,2241,1,1,3,1,0,0,2,1,2,0
0,,,,43,0,0,1,2241,1,4,2,0,1,0,2,1,1,1
0,,,,27,0,0,3,2241,1,1,3,1,0,0,2,1,2,0
0,,,,26,0,0,1,2241,1,4,2,0,1,0,2,1,1,1
0,,,,28,0,0,3,2241,1,1,3,1,0,0,2,1,2,0
0,,,,20,1,0,1,2241,1,4,2,0,1,0,2,1,1,1
0,,,,35,0,0,3,2241,1,1,3,1,0,0,2,1,2,0
0,,,,42,0,0,1,2241,1,4,2,0,1,0,2,1,1,1
0,,,,40,0,0,3,2241,1,1,3,1,0,0,2,1,2,0
0,,,,35,1,0,1,2241,1,4,2,0,1,0,2,1,1,1
1,,,,35,0,0,3,2246,1,4,3,0,1,0,2,1,1,1
1,,,,33,0,0,3,2246,1,4,3,0,1,0,2,1,1,1
1,,,,23,1,0,3,2246,1,4,3,0,1,0,2,1,1,1
1,,,,31,1,0,3,2246,1,4,3,0,1,0,2,1,1,1
1,,,,33,1,0,3,2246,1,4,3,0,1,0,2,1,1,1
0,,,,20,1,2,2,2247,1,2,2,0,1,0,2,1,1,1
0,,,,30,0,2,2,2247,1,2,2,0,1,0,2,1,1,1
0,,,,47,0,2,2,2247,1,2,2,0,1,0,2,1,1,1
0,,,,34,0,2,2,2247,1,2,2,0,1,0,2,1,1,1
0,,,,25,1,2,2,2247,1,2,2,0,1,0,2,1,1,1
0,,,,21,0,0,1,2249,2,3,3,0,1,0,1,1,2,1
0,,,,29,0,0,1,2249,2,3,3,0,1,0,1,1,2,1
0,,,,46,0,0,1,2249,2,3,3,0,1,0,1,1,2,1
0,,,,20,0,0,1,2249,2,3,3,0,1,0,1,1,2,1
0,,,,55,1,0,1,2249,2,3,3,0,1,0,1,1,2,1
0,,,,74,0,2,1,2251,1,2,2,0,1,0,1,1,1,1
0,,,,29,0,2,1,2251,1,2,2,0,1,0,1,1,1,1
0,,,,36,0,2,1,2251,1,2,2,0,1,0,1,1,1,1
0,,,,33,0,2,1,2251,1,2,2,0,1,0,1,1,1,1
0,,,,25,0,2,1,2251,1,2,2,0,1,0,1,1,1,1
0,,,,25,0,0,1,2255,0,1,1,0,1,0,1,1,1,1
0,,,,23,0,0,1,2255,0,1,1,0,1,0,1,1,1,1
0,,,,37,1,0,1,2255,0,1,1,0,1,0,1,1,1,1
0,,,,65,0,0,1,2255,0,1,1,0,1,0,1,1,1,1
0,,,,26,1,0,1,2255,0,1,1,0,1,0,1,1,1,1
0,,,,39,0,1,1,2273,1,3,1,0,1,0,2,1,2,1
0,,,,30,1,1,1,2273,1,3,1,0,1,0,2,1,2,1
0,,,,29,0,1,1,2273,1,3,1,0,1,0,2,1,2,1
0,,,,41,0,1,1,2273,1,3,1,0,1,0,2,1,2,1
0,,,,30,1,1,1,2273,1,3,1,0,1,0,2,1,2,1
1,,,,41,1,1,0,2278,2,1,3,0,1,0,2,1,1,1
1,,,,34,1,1,0,2278,2,1,3,0,1,0,2,1,1,1
1,,,,35,0,1,0,2278,2,1,3,0,1,0,2,1,1,1
1,,,,55,1,1,0,2278,2,1,3,0,1,0,2,1,1,1
1,,,,61,0,1,0,2278,2,1,3,0,1,0,2,1,1,1
0,,,,30,0,0,1,2279,0,2,4,0,0,1,1,1,1,1
0,,,,29,1,0,1,2279,0,2,4,0,0,1,1,1,1,1
0,,,,34,0,0,1,2279,0,2,4,0,0,1,1,1,1,1
0,,,,35,0,0,1,2279,0,2,4,0,0,1,1,1,1,1
0,,,,31,0,0,1,2279,0,2,4,0,0,1,1,1,1,1
0,,,,29,1,0,1,2284,1,3,2,0,1,0,1,1,1,1
0,,,,36,0,0,1,2284,1,3,2,0,1,0,1,1,1,1
0,,,,35,0,0,1,2284,1,3,2,0,1,0,1,1,1,1
0,,,,27,1,0,1,2284,1,3,2,0,1,0,1,1,1,1
0,,,,32,0,0,1,2284,1,3,2,0,1,0,1,1,1,1
0,,,,37,0,0,3,2288,1,1,4,0,1,0,1,1,1,1
0,,,,36,0,0,3,2288,1,1,4,0,1,0,1,1,1,1
0,,,,34,1,0,3,2288,1,1,4,0,1,0,1,1,1,1
0,,,,38,0,0,3,2288,1,1,4,0,1,0,1,1,1,1
0,,,,34,0,0,3,2288,1,1,4,0,1,0,1,1,1,1
1,,,,63,0,0,3,2292,1,0,2,0,1,0,2,1,1,1
1,,,,29,1,0,3,2292,1,0,2,0,1,0,2,1,1,1
1,,,,32,0,0,3,2292,1,0,2,0,1,0,2,1,1,1
1,,,,26,1,0,3,2292,1,0,2,0,1,0,2,1,1,1
1,,,,35,0,0,3,2292,1,0,2,0,1,0,2,1,1,1
0,,,,22,0,0,1,2299,3,4,4,0,1,0,1,1,1,1
0,,,,23,1,0,1,2299,3,4,4,0,1,0,1,1,1,1
0,,,,28,0,0,1,2299,3,4,4,0,1,0,1,1,1,1
0,,,,36,0,0,1,2299,3,4,4,0,1,0,1,1,1,1
0,,,,33,0,0,1,2299,3,4,4,0,1,0,1,1,1,1
0,,,,26,1,0,1,2301,2,1,4,1,0,0,1,1,1,1
0,,,,24,0,0,1,2301,2,1,4,1,0,0,1,1,1,1
0,,,,25,0,0,1,2301,2,1,4,1,0,0,1,1,1,1
0,,,,39,0,0,1,2301,2,1,4,1,0,0,1,1,1,1
0,,,,44,0,0,1,2301,2,1,4,1,0,0,1,1,1,1
1,,,,23,1,0,1,2302,1,2,4,1,0,0,1,1,1,1
1,,,,26,0,0,1,2302,1,2,4,1,0,0,1,1,1,1
1,,,,57,1,0,1,2302,1,2,4,1,0,0,1,1,1,1
1,,,,30,1,0,1,2302,1,2,4,1,0,0,1,1,1,1
1,,,,44,0,0,1,2302,1,2,4,1,0,0,1,1,1,1
1,,,,47,0,0,1,2303,1,4,1,0,1,0,1,1,1,1
1,,,,52,0,0,1,2303,1,4,1,0,1,0,1,1,1,1
1,,,,62,1,0,1,2303,1,4,1,0,1,0,1,1,1,1
1,,,,35,0,0,1,2303,1,4,1,0,1,0,1,1,1,1
1,,,,26,0,0,1,2303,1,4,1,0,1,0,1,1,1,1
0,,,,26,0,0,1,2315,1,4,4,0,1,0,1,1,1,1
0,,,,42,1,0,1,2315,1,4,4,0,1,0,1,1,1,1
0,,,,27,1,0,1,2315,1,4,4,0,1,0,1,1,1,1
0,,,,38,0,0,1,2315,1,4,4,0,1,0,1,1,1,1
0,,,,39,0,0,1,2315,1,4,4,0,1,0,1,1,1,1
1,,,,20,0,2,3,2319,1,1,1,1,0,0,1,1,1,1
1,,,,29,0,2,3,2319,1,1,1,1,0,0,1,1,1,1
1,,,,40,0,2,3,2319,1,1,1,1,0,0,1,1,1,1
1,,,,32,0,2,3,2319,1,1,1,1,0,0,1,1,1,1
1,,,,28,0,2,3,2319,1,1,1,1,0,0,1,1,1,1
0,,,,27,1,0,2,2320,1,0,3,0,1,0,2,1,1,1
0,,,,42,0,0,2,2320,1,0,3,0,1,0,2,1,1,1
0,,,,49,0,0,2,2320,1,0,3,0,1,0,2,1,1,1
0,,,,38,0,0,2,2320,1,0,3,0,1,0,2,1,1,1
0,,,,24,1,0,2,2320,1,0,3,0,1,0,2,1,1,1
0,,,,27,0,1,1,2323,1,3,4,1,0,0,1,1,1,1
0,,,,36,0,1,1,2323,1,3,4,1,0,0,1,1,1,1
0,,,,34,0,1,1,2323,1,3,4,1,0,0,1,1,1,1
0,,,,28,0,1,1,2323,1,3,4,1,0,0,1,1,1,1
0,,,,45,0,1,1,2323,1,3,4,1,0,0,1,1,1,1
0,,,,26,0,0,0,2325,2,3,3,0,1,0,1,1,1,1
0,,,,32,0,0,0,2325,2,3,3,0,1,0,1,1,1,1
0,,,,26,0,0,0,2325,2,3,3,0,1,0,1,1,1,1
0,,,,20,0,0,0,2325,2,3,3,0,1,0,1,1,1,1
0,,,,54,0,0,0,2325,2,3,3,0,1,0,1,1,1,1
0,,,,37,1,1,3,2326,3,2,4,0,1,0,1,1,1,1
0,,,,40,0,1,3,2326,3,2,4,0,1,0,1,1,1,1
0,,,,23,1,1,3,2326,3,2,4,0,1,0,1,1,1,1
0,,,,43,0,1,3,2326,3,2,4,0,1,0,1,1,1,1
0,,,,36,0,1,3,2326,3,2,4,0,1,0,1,1,1,1
1,,,,44,0,2,1,2327,1,1,3,0,1,0,1,1,1,1
1,,,,24,1,2,1,2327,1,1,3,0,1,0,1,1,1,1
1,,,,53,0,2,1,2327,1,1,3,0,1,0,1,1,1,1
1,,,,23,1,2,1,2327,1,1,3,0,1,0,1,1,1,1
1,,,,26,1,2,1,2327,1,1,3,0,1,0,1,1,1,1
0,,,,30,0,1,1,2329,1,1,1,0,1,0,1,1,1,1
0,,,,31,1,1,1,2329,1,1,1,0,1,0,1,1,1,1
0,,,,42,0,1,1,2329,1,1,1,0,1,0,1,1,1,1
0,,,,31,0,1,1,2329,1,1,1,0,1,0,1,1,1,1
0,,,,41,0,1,1,2329,1,1,1,0,1,0,1,1,1,1
0,,,,32,0,0,3,2331,0,4,4,0,1,0,1,1,1,1
0,,,,28,1,0,3,2331,0,4,4,0,1,0,1,1,1,1
0,,,,41,0,0,3,2331,0,4,4,0,1,0,1,1,1,1
0,,,,26,0,0,3,2331,0,4,4,0,1,0,1,1,1,1
0,,,,25,0,0,3,2331,0,4,4,0,1,0,1,1,1,1
0,,,,33,0,0,1,2333,3,4,2,0,1,0,1,1,1,1
0,,,,75,1,1,2,2333,0,1,2,0,1,0,1,1,1,1
0,,,,37,1,0,1,2333,3,4,2,0,1,0,1,1,1,1
0,,,,42,0,1,2,2333,0,1,2,0,1,0,1,1,1,1
0,,,,45,1,0,1,2333,3,4,2,0,1,0,1,1,1,1
0,,,,23,0,1,2,2333,0,1,2,0,1,0,1,1,1,1
0,,,,60,0,0,1,2333,3,4,2,0,1,0,1,1,1,1
0,,,,31,0,1,2,2333,0,1,2,0,1,0,1,1,1,1
0,,,,34,0,0,1,2333,3,4,2,0,1,0,1,1,1,1
0,,,,61,0,1,2,2333,0,1,2,0,1,0,1,1,1,1
0,,,,43,0,1,3,2337,1,4,4,0,1,0,1,1,1,1
0,,,,37,1,1,3,2337,1,4,4,0,1,0,1,1,1,1
0,,,,32,0,1,3,2337,1,4,4,0,1,0,1,1,1,1
0,,,,24,1,1,3,2337,1,4,4,0,1,0,1,1,1,1
0,,,,35,0,1,3,2337,1,4,4,0,1,0,1,1,1,1
0,,,,23,1,0,3,2346,1,3,3,0,1,0,2,1,1,1
0,,,,45,0,0,3,2346,1,3,3,0,1,0,2,1,1,1
0,,,,34,0,0,3,2346,1,3,3,0,1,0,2,1,1,1
0,,,,27,0,0,3,2346,1,3,3,0,1,0,2,1,1,1
0,,,,67,1,0,3,2346,1,3,3,0,1,0,2,1,1,1
0,,,,22,0,0,3,2348,1,2,2,0,1,0,2,1,1,1
0,,,,28,1,0,3,2348,1,2,2,0,1,0,2,1,1,1
0,,,,29,1,0,3,2348,1,2,2,0,1,0,2,1,1,1
0,,,,27,0,0,3,2348,1,2,2,0,1,0,2,1,1,1
0,,,,31,0,0,3,2348,1,2,2,0,1,0,2,1,1,1
0,,,,49,0,1,2,2353,1,2,4,0,1,0,2,1,1,1
0,,,,24,0,1,2,2353,1,2,4,0,1,0,2,1,1,1
0,,,,29,1,1,2,2353,1,2,4,0,1,0,2,1,1,1
0,,,,37,0,1,2,2353,1,2,4,0,1,0,2,1,1,1
0,,,,37,0,1,2,2353,1,2,4,0,1,0,2,1,1,1
1,,,,23,1,0,1,2359,2,0,1,0,1,0,1,1,1,1
1,,,,36,0,0,1,2359,2,0,1,0,1,0,1,1,1,1
1,,,,34,0,0,1,2359,2,0,1,0,1,0,1,1,1,1
1,,,,41,0,0,1,2359,2,0,1,0,1,0,1,1,1,1
1,,,,31,1,0,1,2359,2,0,1,0,1,0,1,1,1,1
0,,,,23,1,2,3,2360,3,2,2,0,1,0,1,1,1,1
0,,,,38,0,2,3,2360,3,2,2,0,1,0,1,1,1,1
0,,,,26,1,2,3,2360,3,2,2,0,1,0,1,1,1,1
0,,,,22,1,2,3,2360,3,2,2,0,1,0,1,1,1,1
0,,,,27,0,2,3,2360,3,2,2,0,1,0,1,1,1,1
0,,,,24,1,1,3,2366,3,3,3,0,1,0,1,1,1,1
0,,,,27,1,1,3,2366,3,3,3,0,1,0,1,1,1,1
0,,,,33,1,1,3,2366,3,3,3,0,1,0,1,1,1,1
0,,,,27,0,1,3,2366,3,3,3,0,1,0,1,1,1,1
0,,,,27,0,1,3,2366,3,3,3,0,1,0,1,1,1,1
0,,,,30,0,0,2,2375,3,2,2,0,1,0,2,1,2,1
0,,,,49,0,0,2,2375,3,2,2,0,1,0,2,1,2,1
0,,,,26,1,0,2,2375,3,2,2,0,1,0,2,1,2,1
0,,,,33,0,0,2,2375,3,2,2,0,1,0,2,1,2,1
0,,,,52,1,0,2,2375,3,2,2,0,1,0,2,1,2,1
1,,,,20,1,1,1,2384,1,1,1,1,0,0,1,1,1,1
0,,,,36,0,0,1,2384,1,4,4,1,0,0,1,1,1,1
1,,,,21,0,1,1,2384,1,1,1,1,0,0,1,1,1,1
0,,,,47,0,0,1,2384,1,4,4,1,0,0,1,1,1,1
1,,,,60,0,1,1,2384,1,1,1,1,0,0,1,1,1,1
0,,,,58,1,0,1,2384,1,4,4,1,0,0,1,1,1,1
1,,,,42,1,1,1,2384,1,1,1,1,0,0,1,1,1,1
0,,,,36,1,0,1,2384,1,4,4,1,0,0,1,1,1,1
1,,,,20,1,1,1,2384,1,1,1,1,0,0,1,1,1,1
0,,,,40,0,0,1,2384,1,4,4,1,0,0,1,1,1,1
0,,,,32,1,0,1,2389,1,1,1,0,1,0,1,1,1,1
0,,,,23,1,0,1,2389,1,1,1,0,1,0,1,1,1,1
0,,,,36,0,0,1,2389,1,1,1,0,1,0,1,1,1,1
0,,,,31,0,0,1,2389,1,1,1,0,1,0,1,1,1,1
0,,,,32,0,0,1,2389,1,1,1,0,1,0,1,1,1,1
0,,,,45,1,0,1,2390,0,4,3,0,1,0,1,1,1,1
0,,,,30,1,0,1,2390,0,4,3,0,1,0,1,1,1,1
0,,,,34,1,0,1,2390,0,4,3,0,1,0,1,1,1,1
0,,,,28,1,0,1,2390,0,4,3,0,1,0,1,1,1,1
0,,,,23,1,0,1,2390,0,4,3,0,1,0,1,1,1,1
0,,,,22,0,0,1,2394,0,2,4,0,1,0,1,1,1,1
0,,,,74,0,0,1,2394,0,2,4,0,1,0,1,1,1,1
0,,,,50,1,0,1,2394,0,2,4,0,1,0,1,1,1,1
0,,,,33,0,0,1,2394,0,2,4,0,1,0,1,1,1,1
0,,,,45,0,0,1,2394,0,2,4,0,1,0,1,1,1,1
1,,,,22,1,0,1,2397,3,4,2,0,1,0,2,1,1,1
1,,,,48,1,0,1,2397,3,4,2,0,1,0,2,1,1,1
1,,,,29,1,0,1,2397,3,4,2,0,1,0,2,1,1,1
1,,,,22,1,0,1,2397,3,4,2,0,1,0,2,1,1,1
1,,,,22,1,0,1,2397,3,4,2,0,1,0,2,1,1,1
0,,,,48,0,0,3,2404,1,2,2,0,1,0,2,1,1,1
0,,,,27,0,0,3,2404,1,2,2,0,1,0,2,1,1,1
0,,,,37,0,0,3,2404,1,2,2,0,1,0,2,1,1,1
0,,,,21,1,0,3,2404,1,2,2,0,1,0,2,1,1,1
0,,,,49,0,0,3,2404,1,2,2,0,1,0,2,1,1,1
1,,,,27,0,0,1,2406,1,3,4,1,0,0,1,1,1,1
0,,,,32,0,0,3,2406,1,0,3,0,1,0,1,1,1,1
1,,,,38,0,0,1,2406,1,3,4,1,0,0,1,1,1,1
0,,,,22,1,0,3,2406,1,0,3,0,1,0,1,1,1,1
1,,,,65,0,0,1,2406,1,3,4,1,0,0,1,1,1,1
0,,,,35,0,0,3,2406,1,0,3,0,1,0,1,1,1,1
1,,,,41,0,0,1,2406,1,3,4,1,0,0,1,1,1,1
0,,,,29,0,0,3,2406,1,0,3,0,1,0,1,1,1,1
1,,,,36,0,0,1,2406,1,3,4,1,0,0,1,1,1,1
0,,,,64,0,0,3,2406,1,0,3,0,1,0,1,1,1,1
0,,,,28,1,1,1,2415,1,2,2,0,1,0,1,1,1,1
0,,,,44,0,1,1,2415,1,2,2,0,1,0,1,1,1,1
0,,,,23,0,1,1,2415,1,2,2,0,1,0,1,1,1,1
0,,,,19,1,1,1,2415,1,2,2,0,1,0,1,1,1,1
0,,,,25,1,1,1,2415,1,2,2,0,1,0,1,1,1,1
0,,,,47,0,0,3,2424,0,4,4,0,1,0,2,1,1,1
0,,,,28,1,0,3,2424,0,4,4,0,1,0,2,1,1,1
0,,,,21,0,0,3,2424,0,4,4,0,1,0,2,1,1,1
0,,,,34,1,0,3,2424,0,4,4,0,1,0,2,1,1,1
0,,,,26,0,0,3,2424,0,4,4,0,1,0,2,1,1,1
0,,,,27,1,1,2,2427,0,4,2,0,1,0,2,1,1,1
0,,,,38,0,1,2,2427,0,4,2,0,1,0,2,1,1,1
0,,,,40,0,1,2,2427,0,4,2,0,1,0,2,1,1,1
0,,,,33,0,1,2,2427,0,4,2,0,1,0,2,1,1,1
0,,,,32,0,1,2,2427,0,4,2,0,1,0,2,1,1,1
1,,,,27,0,0,1,2439,1,1,4,0,1,0,1,1,1,1
1,,,,32,0,0,1,2439,1,1,4,0,1,0,1,1,1,1
1,,,,26,1,0,1,2439,1,1,4,0,1,0,1,1,1,1
1,,,,38,0,0,1,2439,1,1,4,0,1,0,1,1,1,1
1,,,,40,0,0,1,2439,1,1,4,0,1,0,1,1,1,1
0,,,,50,0,0,3,2442,1,4,4,0,1,0,4,1,2,1
0,,,,37,0,0,3,2442,1,4,4,0,1,0,4,1,2,1
0,,,,45,0,0,3,2442,1,4,4,0,1,0,4,1,2,1
0,,,,42,0,0,3,2442,1,4,4,0,1,0,4,1,2,1
0,,,,35,0,0,3,2442,1,4,4,0,1,0,4,1,2,1
0,,,,22,0,0,1,2445,0,1,4,1,0,0,1,1,1,1
0,,,,41,0,0,1,2445,0,1,4,1,0,0,1,1,1,1
0,,,,37,0,0,1,2445,0,1,4,1,0,0,1,1,1,1
0,,,,28,1,0,1,2445,0,1,4,1,0,0,1,1,1,1
0,,,,41,0,0,1,2445,0,1,4,1,0,0,1,1,1,1
1,,,,23,0,0,1,2462,1,2,2,0,1,0,1,1,1,1
1,,,,23,0,0,1,2462,1,2,2,0,1,0,1,1,1,1
1,,,,50,0,0,1,2462,1,2,2,0,1,0,1,1,1,1
1,,,,35,0,0,1,2462,1,2,2,0,1,0,1,1,1,1
1,,,,50,1,0,1,2462,1,2,2,0,1,0,1,1,1,1
0,,,,27,0,0,3,2463,2,3,3,0,1,0,2,1,1,1
0,,,,34,0,0,3,2463,2,3,3,0,1,0,2,1,1,1
0,,,,27,1,0,3,2463,2,3,3,0,1,0,2,1,1,1
0,,,,43,0,0,3,2463,2,3,3,0,1,0,2,1,1,1
0,,,,47,0,0,3,2463,2,3,3,0,1,0,2,1,1,1
1,,,,27,0,0,1,2473,1,0,1,0,1,0,1,0,1,1
1,,,,31,0,0,1,2473,1,0,1,0,1,0,1,0,1,1
1,,,,42,0,0,1,2473,1,0,1,0,1,0,1,0,1,1
1,,,,24,0,0,1,2473,1,0,1,0,1,0,1,0,1,1
1,,,,41,0,0,1,2473,1,0,1,0,1,0,1,0,1,1
0,,,,26,1,0,1,2476,0,4,4,0,1,0,1,1,1,1
0,,,,33,0,0,1,2476,0,4,4,0,1,0,1,1,1,1
0,,,,24,0,0,1,2476,0,4,4,0,1,0,1,1,1,1
0,,,,64,0,0,1,2476,0,4,4,0,1,0,1,1,1,1
0,,,,26,1,0,1,2476,0,4,4,0,1,0,1,1,1,1
0,,,,56,1,0,0,2483,3,2,4,0,1,0,1,1,1,1
0,,,,37,0,0,0,2483,3,2,4,0,1,0,1,1,1,1
0,,,,33,0,0,0,2483,3,2,4,0,1,0,1,1,1,1
0,,,,47,0,0,0,2483,3,2,4,0,1,0,1,1,1,1
0,,,,31,0,0,0,2483,3,2,4,0,1,0,1,1,1,1
0,,,,34,0,1,2,2503,2,4,2,0,1,0,2,1,1,1
0,,,,27,0,1,2,2503,2,4,2,0,1,0,2,1,1,1
0,,,,30,0,1,2,2503,2,4,2,0,1,0,2,1,1,1
0,,,,35,0,1,2,2503,2,4,2,0,1,0,2,1,1,1
0,,,,31,0,1,2,2503,2,4,2,0,1,0,2,1,1,1
0,,,,25,0,0,1,2507,3,4,4,0,0,1,1,1,1,1
0,,,,25,1,0,1,2507,3,4,4,0,0,1,1,1,1,1
0,,,,29,0,0,1,2507,3,4,4,0,0,1,1,1,1,1
0,,,,44,0,0,1,2507,3,4,4,0,0,1,1,1,1,1
0,,,,28,0,0,1,2507,3,4,4,0,0,1,1,1,1,1
0,,,,50,0,0,1,2511,1,0,4,1,0,0,1,1,1,1
0,,,,29,0,0,1,2511,1,0,4,1,0,0,1,1,1,1
0,,,,38,1,0,1,2511,1,0,4,1,0,0,1,1,1,1
0,,,,24,0,0,1,2511,1,0,4,1,0,0,1,1,1,1
0,,,,40,0,0,1,2511,1,0,4,1,0,0,1,1,1,1
0,,,,29,1,0,1,2515,1,2,4,0,1,0,1,1,1,1
0,,,,46,0,0,1,2515,1,2,4,0,1,0,1,1,1,1
0,,,,47,1,0,1,2515,1,2,4,0,1,0,1,1,1,1
0,,,,41,0,0,1,2515,1,2,4,0,1,0,1,1,1,1
0,,,,32,1,0,1,2515,1,2,4,0,1,0,1,1,1,1
1,,,,35,1,1,3,2520,3,2,2,0,1,0,2,1,1,1
1,,,,24,0,1,3,2520,3,2,2,0,1,0,2,1,1,1
1,,,,25,1,1,3,2520,3,2,2,0,1,0,2,1,1,1
1,,,,25,1,1,3,2520,3,2,2,0,1,0,2,1,1,1
1,,,,37,0,1,3,2520,3,2,2,0,1,0,2,1,1,1
0,,,,32,0,0,1,2522,1,4,3,0,1,0,1,1,2,1
0,,,,35,1,0,1,2522,1,4,3,0,1,0,1,1,2,1
0,,,,46,0,0,1,2522,1,4,3,0,1,0,1,1,2,1
0,,,,25,0,0,1,2522,1,4,3,0,1,0,1,1,2,1
0,,,,27,0,0,1,2522,1,4,3,0,1,0,1,1,2,1
0,,,,63,0,1,1,2528,1,1,1,0,1,0,1,1,2,1
0,,,,40,0,1,1,2528,1,1,1,0,1,0,1,1,2,1
0,,,,32,0,1,1,2528,1,1,1,0,1,0,1,1,2,1
0,,,,31,0,1,1,2528,1,1,1,0,1,0,1,1,2,1
0,,,,31,0,1,1,2528,1,1,1,0,1,0,1,1,2,1
1,,,,34,0,0,2,2538,1,4,4,0,1,0,2,1,2,1
1,,,,24,1,0,2,2538,1,4,4,0,1,0,2,1,2,1
1,,,,24,1,0,2,2538,1,4,4,0,1,0,2,1,2,1
1,,,,66,1,0,2,2538,1,4,4,0,1,0,2,1,2,1
1,,,,21,1,0,2,2538,1,4,4,0,1,0,2,1,2,1
0,,,,41,1,0,1,2569,3,2,4,0,1,0,1,1,1,1
0,,,,47,0,0,1,2569,3,2,4,0,1,0,1,1,1,1
0,,,,25,1,0,1,2569,3,2,4,0,1,0,1,1,1,1
0,,,,59,1,0,1,2569,3,2,4,0,1,0,1,1,1,1
0,,,,36,0,0,1,2569,3,2,4,0,1,0,1,1,1,1
1,,,,33,0,0,1,2570,1,2,3,1,0,0,1,1,1,1
1,,,,21,0,0,1,2570,1,2,3,1,0,0,1,1,1,1
1,,,,44,1,0,1,2570,1,2,3,1,0,0,1,1,1,1
1,,,,28,1,0,1,2570,1,2,3,1,0,0,1,1,1,1
1,,,,37,1,0,1,2570,1,2,3,1,0,0,1,1,1,1
0,,,,29,1,1,1,2576,1,2,2,0,1,0,1,1,1,1
0,,,,23,1,1,1,2576,1,2,2,0,1,0,1,1,1,1
0,,,,35,0,1,1,2576,1,2,2,0,1,0,1,1,1,1
0,,,,45,0,1,1,2576,1,2,2,0,1,0,1,1,1,1
0,,,,26,1,1,1,2576,1,2,2,0,1,0,1,1,1,1
0,,,,32,0,0,1,2577,1,2,1,0,1,0,1,1,1,1
0,,,,23,0,0,1,2577,1,2,1,0,1,0,1,1,1,1
0,,,,41,0,0,1,2577,1,2,1,0,1,0,1,1,1,1
0,,,,22,0,0,1,2577,1,2,1,0,1,0,1,1,1,1
0,,,,30,0,0,1,2577,1,2,1,0,1,0,1,1,1,1
0,,,,28,0,0,1,2578,1,0,4,0,0,1,1,1,1,1
0,,,,23,1,0,3,2578,4,4,2,0,1,0,1,1,1,1
0,,,,37,1,0,1,2578,1,0,4,0,0,1,1,1,1,1
0,,,,26,0,0,3,2578,4,4,2,0,1,0,1,1,1,1
0,,,,33,0,0,1,2578,1,0,4,0,0,1,1,1,1,1
0,,,,49,1,0,3,2578,4,4,2,0,1,0,1,1,1,1
0,,,,23,1,0,1,2578,1,0,4,0,0,1,1,1,1,1
0,,,,23,1,0,3,2578,4,4,2,0,1,0,1,1,1,1
