,riskiness,principal,past_due_days,education,age,gender,money_in_checking_account,credit_history,credit_amount,money_in_savings,years_at_present_job,years_at_current_address,rent_housing,own_housing,free_housing,number_of_credits_at_this_bank,is_employed,number_of_dependents,is_foreign_worker,credit_score,num_friends,sentiment,steps,activity,nutrition,num_connections
3416,0,800.0,0.0,0.0,32,0,0.0,0.0,2759.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,629,291,0.7840325485788645,6880,452,0.9383305543780313,202
3870,1,1000.0,36.0,0.0,36,0,0.0,2.0,3414.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,699,255,0.6720910484099074,5708,258,2.447038418907436,102
1417,0,800.0,-18.0,1.0,68,0,0.0,1.0,1236.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,831,188,0.27474819263318195,5579,159,4.474556208395727,92
3270,0,1000.0,0.0,0.0,26,1,0.0,1.0,2603.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,631,317,0.9954959196830483,5191,471,3.0714954643441117,250
252,0,1000.0,1.0,0.0,28,0,0.0,3.0,907.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,401,407,0.7364903129137873,6394,267,0.6618902622488937,204
2988,1,800.0,24.0,1.0,35,0,0.0,1.0,2303.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,548,276,0.5795338746198762,7334,314,0.8024283752643296,208
4961,0,1000.0,-2.0,0.0,36,0,1.0,1.0,6948.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,761,350,0.6476293163649727,4955,200,1.72646373686755,158
5260,0,1000.0,0.0,1.0,59,1,1.0,0.0,9283.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,838,52,0.5870606573918287,4627,308,1.6681744384937796,296
528,0,800.0,2.0,1.0,34,0,0.0,3.0,362.0,2.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,674,332,0.08288150978714215,7741,254,2.15520526587065,148
2567,0,800.0,0.0,1.0,22,0,0.0,1.0,1936.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,672,595,0.5881000323483888,6167,325,3.8181999191192033,259
2189,0,800.0,-4.0,1.0,31,0,0.0,1.0,1568.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,468,348,0.6245372016015552,7955,471,4.9046563384042665,153
2368,0,1000.0,0.0,1.0,37,0,1.0,3.0,1804.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,522,327,0.45436423857306896,4928,381,4.247379452233599,144
2206,0,1000.0,5.0,1.0,24,0,1.0,1.0,1577.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,720,654,0.18158664485335163,5677,273,1.2591934401969906,0
1811,0,1000.0,0.0,0.0,25,0,0.0,1.0,1388.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,758,303,0.3313249971405211,5113,384,2.1082978512517125,174
1814,0,1000.0,-1.0,1.0,29,0,0.0,1.0,1388.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,446,430,0.41052686365814106,5981,326,2.969915944395484,155
4854,0,800.0,1.0,0.0,46,0,1.0,2.0,6403.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,723,243,0.36865628733171873,6726,212,2.8519362576123743,188
556,0,1000.0,1.0,1.0,52,0,0.0,1.0,428.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,840,273,0.9543554233235255,6539,479,3.5037123201134888,245
4165,0,1000.0,1.0,1.0,27,0,0.0,1.0,3857.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,682,333,0.3830443765136078,6006,251,3.405011407993717,213
4613,0,1000.0,-5.0,1.0,25,1,0.0,1.0,5190.0,0.0,4.0,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,665,288,0.09610213826894498,5409,217,0.3205260756223621,176
3209,1,1000.0,59.0,1.0,37,0,1.0,3.0,2520.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,733,234,0.7907005073182563,7354,304,1.7890946012185478,193
3009,0,1000.0,0.0,1.0,45,0,1.0,1.0,2323.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,747,222,0.4039862388454496,8410,183,3.4059437051251678,172
3296,1,1000.0,25.0,1.0,51,0,0.0,3.0,2625.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,764,206,0.1855253981100219,6378,185,0.29800063811551425,244
22,0,1000.0,-11.0,0.0,25,0,0.0,1.0,753.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,709,289,0.6590573540484164,5141,283,2.823421321667517,255
1072,0,1000.0,-2.0,1.0,26,1,0.0,3.0,996.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,427,294,0.3478045615387154,5323,377,1.8619610391543295,230
4813,1,1000.0,59.0,0.0,25,0,1.0,1.0,6288.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,712,297,0.9009908161115138,5417,259,2.284225450387477,185
4293,1,1000.0,29.0,0.0,51,0,1.0,1.0,4057.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,794,268,0.14625976464746415,7693,264,1.93793627332103,243
151,0,1000.0,0.0,0.0,23,0,0.0,1.0,2957.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,473,611,0.6448945159954671,7062,454,0.0862906814988218,211
4929,0,1000.0,1.0,0.0,55,1,0.0,3.0,6761.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,569,60,0.9936250753370579,6157,388,4.0115325754590705,247
5000,0,1000.0,0.0,1.0,27,1,0.0,3.0,7228.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,604,316,0.32634331880163425,4220,413,4.322550534245957,196
2253,0,1000.0,-9.0,0.0,25,1,0.0,1.0,1603.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,717,350,0.24511446230903944,5185,409,4.841884306293142,194
3103,0,1000.0,1.0,2.0,28,1,0.0,1.0,2390.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,640,379,0.0780312632528175,8381,328,2.211888672005902,166
4802,1,1000.0,60.0,0.0,37,0,0.0,3.0,6229.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,731,307,0.02959217040258144,5135,333,2.853058890815747,162
3699,0,1000.0,0.0,2.0,40,0,0.0,1.0,3105.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,561,358,0.18662363446980768,5483,171,2.944841084700901,197
4582,0,1000.0,0.0,0.0,24,1,0.0,3.0,5103.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,511,591,0.8209291040481809,6347,125,1.2946522377913934,227
3052,0,1000.0,-5.0,2.0,34,0,0.0,3.0,2346.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,622,358,0.4306506845154702,6163,285,1.5274152038488864,147
3199,0,1000.0,1.0,1.0,40,0,0.0,1.0,2511.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,455,266,0.1303782705297024,5647,395,0.4185496629978691,171
2425,0,800.0,-1.0,0.0,46,0,0.0,3.0,1851.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,512,228,0.42913308303729314,7127,388,0.8492158029202951,174
349,0,1000.0,3.0,0.0,29,0,0.0,2.0,2835.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,652,423,0.9364103817686021,5878,172,3.6147901534865285,190
2678,0,1000.0,-4.0,1.0,31,0,0.0,3.0,2028.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,420,346,0.08343110521916919,6716,253,0.32017837964929907,145
2225,0,1000.0,0.0,1.0,41,1,0.0,3.0,1592.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,671,273,0.610383368794208,6257,355,4.497883592103317,155
4480,0,800.0,-4.0,1.0,49,0,0.0,2.0,4679.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,551,260,0.2706849838090397,6362,265,3.4311877515027462,142
957,0,1000.0,-22.0,1.0,35,0,1.0,1.0,907.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,693,0,0.327905803350076,6369,241,1.0575938395700017,159
202,0,1000.0,0.0,1.0,36,0,0.0,1.0,781.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,617,308,0.4232653879930053,9352,285,1.6390335640560645,0
3700,1,1000.0,59.0,2.0,52,0,0.0,1.0,3108.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,657,269,0.7918322306560746,5446,330,1.9281706107545244,0
240,0,1000.0,1.0,0.0,32,0,0.0,3.0,2923.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,463,314,0.44467762744258077,4540,379,1.7944100349904335,170
4955,1,800.0,59.0,0.0,29,1,0.0,2.0,6887.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,546,335,0.4857178218386776,6169,223,3.9048690214278574,0
149,0,1000.0,0.0,2.0,35,0,0.0,1.0,2389.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,712,259,0.2706128009009481,8122,365,0.5588333214789692,149
1257,0,1000.0,0.0,0.0,39,0,0.0,3.0,1163.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,487,441,0.9380322627692618,8356,292,1.555199057057497,0
2482,0,1000.0,-5.0,0.0,28,1,0.0,1.0,1893.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,668,281,0.05783582528519493,4459,523,1.1315804255546698,247
2794,0,1000.0,-5.0,0.0,46,0,0.0,1.0,2133.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,804,0,0.8590176639461787,5032,276,1.9993631498445374,240
3314,0,1000.0,0.0,1.0,46,0,1.0,1.0,2631.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,804,248,0.9273495915055757,6541,123,2.111060606710551,132
4120,0,1000.0,1.0,1.0,27,0,0.0,3.0,3777.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,667,358,0.05634423839733316,7795,120,3.689077189891376,264
4207,1,1000.0,59.0,1.0,25,1,1.0,1.0,3915.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,610,0,0.9566077712592099,7885,196,3.617315434533239,227
971,1,800.0,25.0,2.0,23,1,1.0,1.0,918.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,650,0,0.9850484126499177,6173,165,4.885971613407419,200
1039,0,1000.0,1.0,1.0,45,1,1.0,3.0,958.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,740,258,0.9376423616260254,8142,219,0.7858488134832126,221
548,0,800.0,1.0,0.0,39,0,2.0,0.0,409.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,654,367,0.3589844379386756,4210,411,4.486283196803131,142
5054,0,1000.0,-2.0,1.0,67,1,1.0,2.0,7432.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,640,145,0.8549975404346075,5283,3,3.153275666147363,93
5353,1,1000.0,29.0,0.0,32,0,0.0,1.0,10974.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,692,399,0.3784791679660767,7366,323,1.1686897578717736,169
3327,0,1000.0,0.0,0.0,36,0,0.0,1.0,2662.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,731,0,0.24212247890063376,6651,399,2.6341910552210512,122
3319,0,1000.0,-1.0,0.0,26,0,0.0,1.0,2647.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,747,429,0.21919138239086156,9259,326,0.5750394755098959,207
5364,1,1000.0,75.0,1.0,25,0,1.0,1.0,11328.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,660,365,0.4555409170223155,6195,380,2.355849969907113,223
2762,0,1000.0,0.0,0.0,36,0,2.0,1.0,2116.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,487,243,0.9326582416276787,6276,230,4.605790595634389,0
1553,1,1000.0,74.0,1.0,31,0,0.0,1.0,1282.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,644,348,0.02263608563343733,7051,323,2.1336933881567894,92
4934,1,1000.0,59.0,0.0,25,0,0.0,1.0,6761.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,447,343,0.8315407694497035,7043,332,4.659747187077268,216
477,1,800.0,74.0,2.0,27,0,1.0,3.0,902.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,505,343,0.2937422866248549,5219,400,3.8938964951794786,207
5183,1,1000.0,60.0,1.0,47,0,0.0,1.0,8335.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,549,199,0.9016959345278293,7246,169,2.9372228071318194,190
311,0,1000.0,1.0,0.0,26,1,0.0,3.0,1364.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,449,336,0.26240737916834633,5099,136,1.6302438607530079,233
2920,0,1000.0,-1.0,1.0,20,1,2.0,2.0,2247.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,617,697,0.33558906075217065,6409,216,1.5507649486040158,246
5498,1,1000.0,59.0,0.0,23,0,1.0,0.0,18424.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,478,586,0.7472286831384966,5656,240,1.5205793319585204,198
4660,0,1000.0,1.0,0.0,36,0,0.0,3.0,5507.0,1.0,4.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,653,0,0.059591065356874307,6770,294,4.661470493451615,149
229,0,800.0,1.0,1.0,26,0,2.0,0.0,3643.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,718,373,0.32982150400428767,5766,355,4.189938966159308,207
3246,0,1000.0,0.0,1.0,23,1,0.0,3.0,2578.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,506,0,0.4472593143142275,6358,253,2.072126662958776,177
2662,0,1000.0,1.0,1.0,36,0,1.0,1.0,2002.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,626,206,0.02242269453380985,5705,441,4.336727987217076,163
952,1,800.0,74.0,0.0,34,0,0.0,1.0,902.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,565,314,0.19940928460663576,5814,422,4.504868951996579,132
5450,1,1000.0,23.0,1.0,40,0,1.0,1.0,14318.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,787,227,0.3777037474088585,5459,301,4.036540521913864,165
2707,0,1000.0,0.0,0.0,26,0,0.0,1.0,2051.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,685,345,0.6123502855653976,5467,284,1.05756574162166,193
4209,1,800.0,29.0,2.0,37,0,1.0,1.0,3915.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,833,242,0.9384119228234933,7829,395,3.4411564422904806,173
2735,0,1000.0,1.0,0.0,30,0,0.0,3.0,2080.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,658,374,0.1346381935627684,5298,533,1.7011649504519044,180
3666,0,1000.0,0.0,0.0,33,1,0.0,3.0,3074.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,654,326,0.39556077816028556,3783,236,0.97254323199708,196
1232,0,1000.0,1.0,2.0,44,1,0.0,3.0,1149.0,4.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,648,279,0.8726486109365235,6676,86,4.528312180103525,189
675,0,1000.0,1.0,0.0,53,1,0.0,1.0,662.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,653,330,0.6221871696722012,3441,89,1.3419657024757554,304
1389,0,1000.0,-2.0,1.0,40,0,0.0,3.0,1224.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,611,221,0.6984871901787866,8455,270,0.8004082187156747,123
4169,0,1000.0,-1.0,0.0,47,0,0.0,1.0,3857.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,843,240,0.5806409836742092,5154,171,0.10967775234375698,193
3760,0,1000.0,-18.0,1.0,27,0,1.0,1.0,3213.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,676,452,0.355407388396104,6452,316,1.3628562483534923,170
24,0,1000.0,-10.0,1.0,26,0,0.0,1.0,1743.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,409,380,0.317957593769844,5429,464,4.369321899132183,243
244,0,1000.0,1.0,2.0,31,0,0.0,3.0,709.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,617,315,0.15517893066472743,4849,287,1.2784580629569424,166
5365,1,1000.0,74.0,1.0,20,1,1.0,1.0,11560.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,614,764,0.7255269151345156,7827,491,0.1610441367579285,196
1215,1,1000.0,51.0,1.0,63,0,0.0,1.0,1131.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,787,201,0.4144097107547178,6833,345,2.510805989280735,243
4159,1,800.0,28.0,1.0,41,0,1.0,0.0,3844.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,827,312,0.8775106782147019,5297,300,0.6602077018928848,143
916,0,1000.0,1.0,1.0,33,0,0.0,1.0,874.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,565,408,0.49810884568447067,5715,387,1.1699243377815471,0
2608,0,800.0,3.0,2.0,30,1,0.0,3.0,1957.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,460,350,0.09287161033792668,7626,447,2.3206970322042038,217
2504,1,1000.0,59.0,3.0,53,0,2.0,2.0,1908.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,708,163,0.8873142381417891,7070,236,1.471435304380237,234
4151,0,1000.0,-2.0,0.0,37,0,0.0,1.0,3835.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,692,280,0.22241921806276532,6555,292,4.519925733592704,110
3383,0,1000.0,0.0,0.0,65,1,1.0,3.0,2728.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,626,64,0.2668282603484634,4231,239,1.1308026624273921,137
3609,0,1000.0,-5.0,1.0,35,0,2.0,1.0,3016.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,843,250,0.5702954697744554,2837,134,1.332477289585896,138
2187,0,1000.0,0.0,0.0,30,0,0.0,1.0,1568.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,637,370,0.8290073290817601,7004,354,3.6102342423193132,252
43,0,1000.0,-5.0,0.0,30,0,0.0,1.0,2424.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,415,356,0.9320264809624482,6229,433,1.9019402263125502,225
4512,0,1000.0,-1.0,2.0,22,1,1.0,2.0,4771.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,517,700,0.8796582099470447,5723,443,0.4881739142642777,247
574,1,1000.0,36.0,1.0,40,0,0.0,1.0,448.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,668,344,0.31225784664689604,7204,285,2.7728101908644307,169
5268,1,1000.0,60.0,0.0,28,0,1.0,1.0,9398.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,587,377,0.6537343146949488,6369,350,0.39222999087181576,217
3988,0,300.0,1.0,0.0,35,0,0.0,1.0,3577.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,724,246,0.11974816226125629,5907,483,0.6945257721637116,165
4939,1,1000.0,28.0,0.0,26,1,0.0,2.0,6836.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,734,406,0.8064572627715356,5503,68,3.834241457237386,205
3515,0,500.0,-2.0,1.0,32,1,0.0,3.0,2872.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,462,350,0.18768813202589718,7258,328,0.1324722404645945,155
4673,1,1000.0,74.0,1.0,33,0,1.0,1.0,5595.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,408,274,0.498729039906188,4896,388,3.7907228891166884,158
1064,0,1000.0,-2.0,1.0,37,0,0.0,3.0,976.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,434,0,0.7813669775103961,7133,286,2.1264657435736716,0
4166,0,1000.0,-3.0,1.0,34,0,0.0,1.0,3857.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,579,320,0.8295806814576153,7342,197,4.062818315167817,202
4513,0,800.0,1.0,2.0,60,0,1.0,2.0,4771.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,713,146,0.003322863988034941,6219,22,4.413467958476456,292
2160,1,1000.0,23.0,1.0,23,0,0.0,0.0,1553.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,596,682,0.20595734504865504,6057,359,4.935093243884587,198
591,0,1000.0,1.0,1.0,54,0,0.0,1.0,518.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,457,104,0.526751733055212,7994,284,3.3009292740212466,277
3045,0,1000.0,-4.0,0.0,43,0,1.0,3.0,2337.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,841,293,0.3324696809575646,8458,283,4.225587078304194,193
1831,0,800.0,0.0,0.0,30,1,0.0,1.0,1393.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,699,459,0.07825589903920804,4757,160,0.17692779652831891,135
633,0,800.0,1.0,0.0,47,0,0.0,3.0,618.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,658,198,0.9672342361589973,7008,365,0.9928550149781429,205
2203,0,1000.0,1.0,1.0,41,0,0.0,1.0,1574.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,591,295,0.878373826737705,4687,294,1.7085101049483364,205
2953,0,1000.0,-7.0,1.0,35,0,0.0,1.0,2279.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,529,205,0.2835620340023509,6359,215,3.339020564440803,190
1252,0,1000.0,0.0,2.0,23,1,1.0,1.0,1158.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,673,634,0.7604040686960697,6693,351,0.8687168131593481,275
2068,0,1000.0,-1.0,0.0,41,0,0.0,3.0,1520.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,511,256,0.277543472277784,6531,369,4.4579678107412954,203
3165,0,1000.0,-10.0,2.0,27,0,0.0,3.0,2463.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,495,395,0.7843090314759507,4759,312,1.7465903679145667,257
2332,0,800.0,1.0,0.0,29,0,0.0,1.0,1755.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,679,398,0.7283312103419097,7002,322,3.7274943377197096,216
3092,0,800.0,0.0,1.0,36,1,0.0,1.0,2384.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,703,193,0.84903038029858,6580,369,3.5400617189682593,0
4469,1,1000.0,59.0,0.0,40,0,0.0,1.0,4623.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,835,248,0.9892483571464832,5654,168,1.622785427472252,171
1148,0,300.0,2.0,1.0,38,0,1.0,1.0,1068.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,658,306,0.19570337772672142,4814,365,1.1865411208128973,118
80,0,1000.0,-2.0,1.0,28,0,0.0,1.0,1543.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,486,364,0.8071236864535813,5750,255,1.5611144905583236,157
1628,1,1000.0,75.0,0.0,34,0,0.0,1.0,1309.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,414,393,0.5650474577124385,7265,309,1.509097243546134,96
5366,1,1000.0,74.0,0.0,27,1,1.0,1.0,11560.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,609,336,0.06575466056246992,6057,286,4.14840091758328,175
1372,1,800.0,76.0,0.0,26,0,0.0,1.0,1217.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,575,299,0.5100909711223075,3838,308,3.4662612941751143,206
1857,0,1000.0,0.0,0.0,26,0,1.0,1.0,1410.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,706,387,0.5588047405839429,4963,437,0.39984412584796847,203
8,0,1000.0,-17.0,1.0,28,0,0.0,1.0,754.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,623,392,0.7970458083314542,6275,319,0.19021856597490006,213
457,1,1000.0,60.0,0.0,24,0,0.0,3.0,1501.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,804,552,0.4583004721152122,7539,420,3.001973820360269,225
834,0,1000.0,1.0,0.0,23,0,0.0,1.0,763.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,612,626,0.6202296302793995,9151,281,2.203186959341737,198
4571,0,1000.0,2.0,1.0,46,0,1.0,1.0,5084.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,464,286,0.29775120169395275,6237,341,2.29739174869803,144
3653,1,800.0,74.0,0.0,29,1,1.0,1.0,3060.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,504,299,0.13720614752306715,5248,319,3.39702713019004,224
1989,0,1000.0,0.0,0.0,26,0,0.0,3.0,1478.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,478,321,0.2287166989970989,6217,306,3.9033652846464637,237
3237,0,800.0,-2.0,1.0,35,0,1.0,1.0,2576.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,736,409,0.9898277878366616,7347,349,4.658229989258719,163
2411,1,1000.0,74.0,1.0,25,1,0.0,1.0,1842.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,547,395,0.7959399292534063,6484,227,4.689648081401074,211
